Key,Timestamp,AEDT_Timestamp,Translation
u,12:32:50 AM,2:32:50 PM,Scarlet Honeyeater
u,12:33:06 AM,2:33:06 PM,Scarlet Honeyeater
u,12:33:10 AM,2:33:10 PM,Scarlet Honeyeater
u,12:33:25 AM,2:33:25 PM,Scarlet Honeyeater
u,12:33:31 AM,2:33:31 PM,Scarlet Honeyeater
u,12:33:38 AM,2:33:38 PM,Scarlet Honeyeater
F6,12:33:43 AM,2:33:43 PM,Brown Cuckoo-Dove
u,12:33:50 AM,2:33:50 PM,Scarlet Honeyeater
F6,12:33:54 AM,2:33:54 PM,Brown Cuckoo-Dove
u,12:33:55 AM,2:33:55 PM,Scarlet Honeyeater
5,12:34:03 AM,2:34:03 PM,Lewin's Honeyeater
F12,12:34:43 AM,2:34:43 PM,Eastern Yellow Robin
1,12:35:08 AM,2:35:08 PM,Grey Fantail
k,12:35:19 AM,2:35:19 PM,White-throated Treecreeper
k,12:35:28 AM,2:35:28 PM,White-throated Treecreeper
u,12:35:32 AM,2:35:32 PM,Scarlet Honeyeater
F6,12:35:45 AM,2:35:45 PM,Brown Cuckoo-Dove
k,12:36:03 AM,2:36:03 PM,White-throated Treecreeper
k,12:36:09 AM,2:36:09 PM,White-throated Treecreeper
F6,12:36:15 AM,2:36:15 PM,Brown Cuckoo-Dove
k,12:36:19 AM,2:36:19 PM,White-throated Treecreeper
',12:36:22 AM,2:36:22 PM,Yellow Thornbill
k,12:36:30 AM,2:36:30 PM,White-throated Treecreeper
F6,12:36:32 AM,2:36:32 PM,Brown Cuckoo-Dove
1,12:36:56 AM,2:36:56 PM,Grey Fantail
k,12:37:11 AM,2:37:11 PM,White-throated Treecreeper
k,12:37:15 AM,2:37:15 PM,White-throated Treecreeper
',12:37:20 AM,2:37:20 PM,Yellow Thornbill
k,12:37:22 AM,2:37:22 PM,White-throated Treecreeper
F6,12:37:28 AM,2:37:28 PM,Brown Cuckoo-Dove
k,12:37:34 AM,2:37:34 PM,White-throated Treecreeper
F6,12:37:35 AM,2:37:35 PM,Brown Cuckoo-Dove
k,12:37:37 AM,2:37:37 PM,White-throated Treecreeper
k,12:37:42 AM,2:37:42 PM,White-throated Treecreeper
k,12:37:53 AM,2:37:53 PM,White-throated Treecreeper
1,12:38:08 AM,2:38:08 PM,Grey Fantail
2,12:38:13 AM,2:38:13 PM,Grey Shrikethrush
k,12:38:21 AM,2:38:21 PM,White-throated Treecreeper
g,12:38:27 AM,2:38:27 PM,White-browed Scrubwren
g,12:38:31 AM,2:38:31 PM,White-browed Scrubwren
g,12:38:50 AM,2:38:50 PM,White-browed Scrubwren
F7,12:39:18 AM,2:39:18 PM,Brown Gerygone
F7,12:39:22 AM,2:39:22 PM,Brown Gerygone
F7,12:39:24 AM,2:39:24 PM,Brown Gerygone
F7,12:39:27 AM,2:39:27 PM,Brown Gerygone
F7,12:39:32 AM,2:39:32 PM,Brown Gerygone
k,12:39:40 AM,2:39:40 PM,White-throated Treecreeper
F7,12:39:54 AM,2:39:54 PM,Brown Gerygone
k,12:40:00 AM,2:40:00 PM,White-throated Treecreeper
F6,12:40:01 AM,2:40:01 PM,Brown Cuckoo-Dove
F6,12:40:20 AM,2:40:20 PM,Brown Cuckoo-Dove
F6,12:40:33 AM,2:40:34 PM,Brown Cuckoo-Dove
i,12:40:38 AM,2:40:38 PM,Silvereye
F6,12:40:46 AM,2:40:46 PM,Brown Cuckoo-Dove
F6,12:40:49 AM,2:40:49 PM,Brown Cuckoo-Dove
F6,12:40:51 AM,2:40:51 PM,Brown Cuckoo-Dove
F7,12:40:57 AM,2:40:57 PM,Brown Gerygone
F6,12:41:02 AM,2:41:02 PM,Brown Cuckoo-Dove
F6,12:41:06 AM,2:41:06 PM,Brown Cuckoo-Dove
F7,12:41:21 AM,2:41:21 PM,Brown Gerygone
F7,12:41:24 AM,2:41:24 PM,Brown Gerygone
i,12:41:25 AM,2:41:25 PM,Silvereye
F7,12:41:31 AM,2:41:31 PM,Brown Gerygone
F7,12:41:39 AM,2:41:39 PM,Brown Gerygone
i,12:41:41 AM,2:41:41 PM,Silvereye
i,12:41:43 AM,2:41:43 PM,Silvereye
w,12:41:54 AM,2:41:54 PM,Red-browed Finch
i,12:42:00 AM,2:42:00 PM,Silvereye
F7,12:42:08 AM,2:42:08 PM,Brown Gerygone
i,12:42:24 AM,2:42:24 PM,Silvereye
g,12:42:38 AM,2:42:38 PM,White-browed Scrubwren
F7,12:42:55 AM,2:42:55 PM,Brown Gerygone
i,12:42:58 AM,2:42:58 PM,Silvereye
w,12:43:01 AM,2:43:00 PM,Red-browed Finch
i,12:43:08 AM,2:43:08 PM,Silvereye
i,12:43:18 AM,2:43:19 PM,Silvereye
i,12:43:23 AM,2:43:23 PM,Silvereye
F7,12:43:27 AM,2:43:27 PM,Brown Gerygone
i,12:43:31 AM,2:43:31 PM,Silvereye
F7,12:43:35 AM,2:43:35 PM,Brown Gerygone
F7,12:43:40 AM,2:43:40 PM,Brown Gerygone
F7,12:43:42 AM,2:43:42 PM,Brown Gerygone
F7,12:43:44 AM,2:43:44 PM,Brown Gerygone
F7,12:43:46 AM,2:43:46 PM,Brown Gerygone
F7,12:43:48 AM,2:43:48 PM,Brown Gerygone
F7,12:43:58 AM,2:43:58 PM,Brown Gerygone
F7,12:44:08 AM,2:44:08 PM,Brown Gerygone
F7,12:44:13 AM,2:44:13 PM,Brown Gerygone
F7,12:44:18 AM,2:44:18 PM,Brown Gerygone
F7,12:44:21 AM,2:44:21 PM,Brown Gerygone
F7,12:44:28 AM,2:44:28 PM,Brown Gerygone
F7,12:44:33 AM,2:44:33 PM,Brown Gerygone
F7,12:44:38 AM,2:44:38 PM,Brown Gerygone
F7,12:44:42 AM,2:44:42 PM,Brown Gerygone
F7,12:44:44 AM,2:44:44 PM,Brown Gerygone
F7,12:44:46 AM,2:44:46 PM,Brown Gerygone
F7,12:44:49 AM,2:44:49 PM,Brown Gerygone
F7,12:44:53 AM,2:44:53 PM,Brown Gerygone
F7,12:44:56 AM,2:44:56 PM,Brown Gerygone
F7,12:45:01 AM,2:45:01 PM,Brown Gerygone
F7,12:45:23 AM,2:45:23 PM,Brown Gerygone
F7,12:45:40 AM,2:45:40 PM,Brown Gerygone
F7,12:45:48 AM,2:45:48 PM,Brown Gerygone
F7,12:45:57 AM,2:45:57 PM,Brown Gerygone
F7,12:46:00 AM,2:46:00 PM,Brown Gerygone
1,12:46:34 AM,2:46:34 PM,Grey Fantail
1,12:46:44 AM,2:46:44 PM,Grey Fantail
F7,12:46:46 AM,2:46:46 PM,Brown Gerygone
F10,12:47:08 AM,2:47:08 PM,Eastern Spinebill
`,12:47:38 AM,2:47:38 PM,Golden Whistler
o,12:47:44 AM,2:47:44 PM,Spotted Pardalote
o,12:47:50 AM,2:47:50 PM,Spotted Pardalote
i,12:47:56 AM,2:47:56 PM,Silvereye
',12:48:03 AM,2:48:03 PM,Yellow Thornbill
\,12:48:13 AM,2:48:13 PM,Variegated Fairywren
F7,12:48:45 AM,2:48:45 PM,Brown Gerygone
\,12:48:57 AM,2:48:57 PM,Variegated Fairywren
\,12:49:18 AM,2:49:18 PM,Variegated Fairywren
F7,12:49:42 AM,2:49:42 PM,Brown Gerygone
F10,12:50:10 AM,2:50:10 PM,Eastern Spinebill
\,12:50:26 AM,2:50:26 PM,Variegated Fairywren
\,12:50:29 AM,2:50:29 PM,Variegated Fairywren
\,12:50:49 AM,2:50:49 PM,Variegated Fairywren
1,12:51:33 AM,2:51:33 PM,Grey Fantail
F7,12:51:43 AM,2:51:43 PM,Brown Gerygone
F10,12:52:07 AM,2:52:07 PM,Eastern Spinebill
5,12:52:15 AM,2:52:15 PM,Lewin's Honeyeater
',12:52:25 AM,2:52:25 PM,Yellow Thornbill
F7,12:52:30 AM,2:52:30 PM,Brown Gerygone
5,12:52:42 AM,2:52:42 PM,Lewin's Honeyeater
F7,12:52:52 AM,2:52:52 PM,Brown Gerygone
F7,12:53:03 AM,2:53:03 PM,Brown Gerygone
F7,12:53:08 AM,2:53:08 PM,Brown Gerygone
F7,12:53:11 AM,2:53:11 PM,Brown Gerygone
F7,12:53:12 AM,2:53:12 PM,Brown Gerygone
F10,12:53:29 AM,2:53:29 PM,Eastern Spinebill
F7,12:53:46 AM,2:53:46 PM,Brown Gerygone
F7,12:55:03 AM,2:55:03 PM,Brown Gerygone
F4,12:55:05 AM,2:55:05 PM,Black-faced Cuckooshrike
F4,12:55:07 AM,2:55:07 PM,Black-faced Cuckooshrike
F7,12:55:12 AM,2:55:12 PM,Brown Gerygone
F4,12:55:20 AM,2:55:20 PM,Black-faced Cuckooshrike
F7,12:55:31 AM,2:55:31 PM,Brown Gerygone
F7,12:55:33 AM,2:55:33 PM,Brown Gerygone
1,12:56:27 AM,2:56:27 PM,Grey Fantail
i,12:57:11 AM,2:57:11 PM,Silvereye
i,12:57:15 AM,2:57:15 PM,Silvereye
i,12:57:19 AM,2:57:19 PM,Silvereye
F12,12:57:33 AM,2:57:33 PM,Eastern Yellow Robin
F2,12:57:50 AM,2:57:50 PM,Australian Rufous Fantail
